,ca,t,cs,fs,tot
cans,2,0,0,0,2
canvass,0,0,2,0,2
canvassing,0,0,2,0,2
capilal,0,0,1,1,2
caption,0,0,2,0,2
captivated,2,0,0,0,2
carbon,2,0,0,0,2
carbonic,2,0,0,0,2
cargoes,0,0,2,0,2
carlos,0,0,0,2,2
carnappers,2,0,0,0,2
carousel,0,2,0,0,2
carrelated,2,0,0,0,2
carriageway,2,0,0,0,2
cascade,0,2,0,0,2
cascading,0,2,0,0,2
cashiertreasurer,0,0,2,0,2
casnr,2,0,0,0,2
cast,2,0,0,0,2
catastrophic,2,0,0,0,2
caution,2,0,0,0,2
caves,2,0,0,0,2
caving,2,0,0,0,2
cctvs,0,0,2,0,2
cebuano,2,0,0,0,2
cedula,0,0,2,0,2
celebrate,0,0,2,0,2
cereal,2,0,0,0,2
chaffey,0,0,0,2,2
chain,2,0,0,0,2
chains,2,0,0,0,2
chalkboard,2,0,0,0,2
chandeliers,0,0,2,0,2
chandra,2,0,0,0,2
changer,2,0,0,0,2
chapel,0,0,2,0,2
chapels,0,0,2,0,2
chapters,2,0,0,0,2
characterattitude,0,0,2,0,2
chargeoff,0,0,2,0,2
charging,0,0,2,0,2
charities,0,0,2,0,2
charlotte,2,0,0,0,2
checkin,1,0,1,0,2
checkpoints,2,0,0,0,2
chest,2,0,0,0,2
chieftains,2,0,0,0,2
childbirth,2,0,0,0,2
childs,2,0,0,0,2
chiranjeevi,0,2,0,0,2
chlorinated,0,0,2,0,2
chowdhury,2,0,0,0,2
chrismai,0,0,0,2,2
churchowned,0,0,2,0,2
cidss,2,0,0,0,2
cinematiclike,2,0,0,0,2
circuit,0,2,0,0,2
circulations,2,0,0,0,2
clark,0,0,0,2,2
classrooms,2,0,0,0,2
claver,2,0,0,0,2
cleaner,2,0,0,0,2
cleanings,2,0,0,0,2
clienteles,2,0,0,0,2
clogs,2,0,0,0,2
cloning,2,0,0,0,2
closing,0,0,2,0,2
cloth,0,0,2,0,2
clustering,2,0,0,0,2
clutter,2,0,0,0,2
coastal,2,0,0,0,2
coastlines,2,0,0,0,2
coding,2,0,0,0,2
coefficients,0,2,0,0,2
coincide,0,0,2,0,2
coincided,2,0,0,0,2
coli,2,0,0,0,2
collaboration,1,0,0,1,2
collateralguarantees,0,0,2,0,2
colleague,2,0,0,0,2
colorful,1,0,0,1,2
coloring,0,1,1,0,2
colorless,2,0,0,0,2
colorni,0,2,0,0,2
columns,0,0,2,0,2
comakersa??,0,0,2,0,2
combine,0,2,0,0,2
comers,2,0,0,0,2
commanding,0,0,2,0,2
commencement,2,0,0,0,2
commit,0,0,2,0,2
commitments,0,0,2,0,2
committing,1,0,0,1,2
commonality,2,0,0,0,2
compares,0,0,2,0,2
compatibility,2,0,0,0,2
competes,2,0,0,0,2
compiler,0,2,0,0,2
compilers,0,2,0,0,2
compilersa??,0,2,0,0,2
complimentary,0,0,2,0,2
componenta??,2,0,0,0,2
composes,0,1,0,1,2
comprise,1,0,1,0,2
computerization,1,1,0,0,2
computerizing,2,0,0,0,2
computersa??,0,2,0,0,2
concentrated,2,0,0,0,2
conditioned,0,0,2,0,2
confirms,0,0,2,0,2
conflated,2,0,0,0,2
conflicting,0,2,0,0,2
confrontation,0,0,2,0,2
congregate,2,0,0,0,2
congress,2,0,0,0,2
congressional,2,0,0,0,2
conjointly,2,0,0,0,2
cons,2,0,0,0,2
conscious,1,0,0,1,2
conserving,2,0,0,0,2
consignment,0,0,2,0,2
conspiracy,2,0,0,0,2
conspiring,2,0,0,0,2
constantly,0,0,1,1,2
constituencies,2,0,0,0,2
constituents,0,0,0,2,2
constitutes,1,0,1,0,2
construct,1,0,1,0,2
constructing,1,0,1,0,2
constructs,0,2,0,0,2
contactpersons,2,0,0,0,2
contexts,2,0,0,0,2
contextualization,2,0,0,0,2
continental,2,0,0,0,2
contingencies,0,0,2,0,2
continual,1,0,0,1,2
contracting,1,1,0,0,2
contrary,1,0,1,0,2
controlledaccess,2,0,0,0,2
conveniences,2,0,0,0,2
convertible,0,0,0,2,2
convex,2,0,0,0,2
conveys,2,0,0,0,2
cookbook,2,0,0,0,2
cooling,0,0,2,0,2
corazon,1,1,0,0,2
cordillera,2,0,0,0,2
coronaviruss,2,0,0,0,2
corporationbutuan,0,0,2,0,2
corpus,0,2,0,0,2
corvid,2,0,0,0,2
costumer,0,0,2,0,2
cottage,0,0,2,0,2
couldve,2,0,0,0,2
counselling,2,0,0,0,2
counterbalance,2,0,0,0,2
countercheck,0,0,2,0,2
coupons,0,0,1,1,2
couriers,0,0,2,0,2
courts,0,0,2,0,2
covid,2,0,0,0,2
cowling,0,2,0,0,2
cracks,2,0,0,0,2
crafted,2,0,0,0,2
crawling,1,1,0,0,2
cream,0,0,2,0,2
creativity,2,0,0,0,2
crediting,2,0,0,0,2
creditloans,0,0,2,0,2
creditor,0,0,2,0,2
crispy,0,0,2,0,2
cropland,2,0,0,0,2
crossborder,2,0,0,0,2
crosses,2,0,0,0,2
crossings,1,1,0,0,2
crosswalks,2,0,0,0,2
crust,0,0,2,0,2
cra??s,0,0,2,0,2
cumbersome,2,0,0,0,2
curious,2,0,0,0,2
curricula,2,0,0,0,2
curricular,2,0,0,0,2
curriculumbased,2,0,0,0,2
curtains,0,0,2,0,2
customeremployee,0,0,2,0,2
customera??,0,0,2,0,2
cuts,0,0,2,0,2
cutter,1,1,0,0,2
cycles,0,0,2,0,2
cycling,0,2,0,0,2
daddies,2,0,0,0,2
dale,2,0,0,0,2
dance,0,0,2,0,2
datoa??,2,0,0,0,2
dayemerson,2,0,0,0,2
daytoday,2,0,0,0,2
deafness,2,0,0,0,2
deceased,0,2,0,0,2
decelerate,2,0,0,0,2
decilitre,2,0,0,0,2
decipher,0,2,0,0,2
decs,0,0,0,2,2
dedicated,2,0,0,0,2
deer,2,0,0,0,2
defected,0,0,2,0,2
defectfree,0,0,2,0,2
defending,2,0,0,0,2
deficiency,1,0,0,1,2
definitely,1,0,1,0,2
deforestation,2,0,0,0,2
degrading,2,0,0,0,2
degreeff,2,0,0,0,2
delano,2,0,0,0,2
delaying,2,0,0,0,2
delectable,0,0,2,0,2
deliberation,2,0,0,0,2
delicious,2,0,0,0,2
delinquentsa??,0,0,2,0,2
deltaa??s,0,0,2,0,2
deluxe,0,0,2,0,2
demanding,2,0,0,0,2
demerit,2,0,0,0,2
democratization,2,0,0,0,2
democrito,0,0,2,0,2
denchak,2,0,0,0,2
denied,0,0,1,1,2
deployed,1,1,0,0,2
deposited,0,0,2,0,2
depreciable,0,0,2,0,2
depreciate,2,0,0,0,2
deprivation,2,0,0,0,2
descriptions,2,0,0,0,2
descriptive,2,0,0,0,2
desiccated,0,0,0,2,2
desks,0,0,2,0,2
destructive,2,0,0,0,2
detail,0,0,0,2,2
detergents,0,0,2,0,2
deteriorates,2,0,0,0,2
determinants,2,0,0,0,2
devaluation,0,0,2,0,2
deviance,2,0,0,0,2
devise,2,0,0,0,2
dherbemont,2,0,0,0,2
diaz,0,0,2,0,2
dictate,0,2,0,0,2
dictionary,2,0,0,0,2
differentiating,2,0,0,0,2
differently,2,0,0,0,2
digitalized,2,0,0,0,2
digitizing,2,0,0,0,2
dilemma,0,0,1,1,2
dilemmas,2,0,0,0,2
diligent,2,0,0,0,2
dills,2,0,0,0,2
dimension,1,0,1,0,2
dimensionally,2,0,0,0,2
dimitris,2,0,0,0,2
dinedin,0,0,2,0,2
dineinorder,0,0,2,0,2
diorgie,0,0,0,2,2
dioxide,2,0,0,0,2
disabled,2,0,0,0,2
discharged,0,0,2,0,2
discourteous,0,0,2,0,2
discovering,1,1,0,0,2
discrimination,2,0,0,0,2
dishsurely,2,0,0,0,2
dishwashing,0,0,2,0,2
disinfecting,2,0,0,0,2
disk,2,0,0,0,2
dispatching,2,0,0,0,2
displays,0,0,2,0,2
disrupted,2,0,0,0,2
distaste,2,0,0,0,2
districts,2,0,0,0,2
diversification,2,0,0,0,2
diwan,2,0,0,0,2
dministration,0,0,2,0,2
doctorsa??,0,2,0,0,2
documented,2,0,0,0,2
dollars,0,0,2,0,2
doolon,0,0,2,0,2
dostpagasa,2,0,0,0,2
doubledigit,0,0,0,2,2
dough,0,0,2,0,2
downcast,2,0,0,0,2
downloading,2,0,0,0,2
downs,0,2,0,0,2
downstairs,0,0,2,0,2
drained,0,0,2,0,2
drastically,2,0,0,0,2
dreamed,2,0,0,0,2
drips,0,0,2,0,2
drought,1,0,1,0,2
droughtinduced,2,0,0,0,2
drowsiness,2,0,0,0,2
drum,2,0,0,0,2
drummemory,2,0,0,0,2
dsathya,2,0,0,0,2
duderstadt,2,0,0,0,2
dugay,0,0,2,0,2
dugayon,0,0,2,0,2
duly,0,0,2,0,2
dumalagan,0,0,2,0,2
dummy,0,0,2,0,2
dump,2,0,0,0,2
duplicating,0,0,2,0,2
duplication,2,0,0,0,2
dustbin,2,0,0,0,2
dusting,0,0,2,0,2
dwindling,2,0,0,0,2
dying,2,0,0,0,2
dyslexia,2,0,0,0,2
da??acosta,2,0,0,0,2
eagle,2,0,0,0,2
earning,0,0,1,1,2
eatery,0,0,2,0,2
ebox,0,0,2,0,2
eccd,2,0,0,0,2
ecologically,2,0,0,0,2
economics,2,0,0,0,2
educated,2,0,0,0,2
egress,2,0,0,0,2
elect,0,0,2,0,2
elevators,2,0,0,0,2
elflein,0,2,0,0,2
eligibility,2,0,0,0,2
ellaway,2,0,0,0,2
elsom,2,0,0,0,2
elven,0,0,2,0,2
emanuel,2,0,0,0,2
embed,2,0,0,0,2
emerge,2,0,0,0,2
emergence,2,0,0,0,2
emissions,0,2,0,0,2
emit,0,0,2,0,2
emitting,0,1,1,0,2
emotion,2,0,0,0,2
emphasizes,2,0,0,0,2
emporium,0,0,2,0,2
empower,1,0,0,1,2
empowering,2,0,0,0,2
enabling,2,0,0,0,2
encash,0,0,2,0,2
ence,1,0,1,0,2
enck,0,2,0,0,2
enclosed,1,0,1,0,2
encoding,0,2,0,0,2
encompass,1,0,1,0,2
endeavor,2,0,0,0,2
engages,2,0,0,0,2
enjoying,2,0,0,0,2
enjoys,0,0,0,2,2
enrollees,2,0,0,0,2
enteric,2,0,0,0,2
enterpreneur,0,0,0,2,2
enterprisea??s,0,0,2,0,2
entirely,2,0,0,0,2
entrances,2,0,0,0,2
entrepreneurial,2,0,0,0,2
environ,2,0,0,0,2
epidemiologists,0,2,0,0,2
equation,2,0,0,0,2
equator,2,0,0,0,2
equcation,0,0,2,0,2
eradicating,2,0,0,0,2
eruptions,2,0,0,0,2
esann,2,0,0,0,2
escalating,0,2,0,0,2
establishmenta??s,0,0,2,0,2
estates,2,0,0,0,2
etca?,2,0,0,0,2
eter,1,0,1,0,2
evacuating,2,0,0,0,2
evaded,2,0,0,0,2
everchang,2,0,0,0,2
everincreasing,1,0,0,1,2
everybodys,1,0,0,1,2
evolution,1,1,0,0,2
examines,2,0,0,0,2
examining,2,0,0,0,2
exceptional,0,0,2,0,2
exchequer,0,0,0,2,2
excise,2,0,0,0,2
excretion,2,0,0,0,2
excuse,0,0,2,0,2
exemption,0,2,0,0,2
exercised,0,0,2,0,2
exhausting,2,0,0,0,2
exhausts,2,0,0,0,2
exhibition,2,0,0,0,2
expanded,2,0,0,0,2
expenditure,0,0,2,0,2
expensed,0,0,2,0,2
experiments,2,0,0,0,2
explanation,0,0,1,1,2
exploit,0,2,0,0,2
exploitation,2,0,0,0,2
exploiting,2,0,0,0,2
exploring,2,0,0,0,2
explosion,2,0,0,0,2
exponentially,0,2,0,0,2
expressly,0,0,2,0,2
exsys,2,0,0,0,2
exte,0,0,2,0,2
extensio,0,0,2,0,2
extensions,0,0,2,0,2
extensively,2,0,0,0,2
externally,2,0,0,0,2
extinguisher,0,0,2,0,2
extracted,2,0,0,0,2
eyeiris,2,0,0,0,2
fabrics,0,0,2,0,2
facilitating,2,0,0,0,2
failing,0,0,2,0,2
faltering,2,0,0,0,2
fancy,0,0,2,0,2
farmed,2,0,0,0,2
farthest,2,0,0,0,2
fastpaced,2,0,0,0,2
fatality,2,0,0,0,2
father,0,0,2,0,2
fatty,2,0,0,0,2
fauna,2,0,0,0,2
favorite,1,1,0,0,2
fearful,2,0,0,0,2
feedstuffs,0,0,0,2,2
felzenszwalb,2,0,0,0,2
fences,2,0,0,0,2
fereshteh,2,0,0,0,2
fertility,2,0,0,0,2
fertilizer,2,0,0,0,2
fftc,2,0,0,0,2
fictional,2,0,0,0,2
fiesta,0,0,2,0,2
fiftyfive,0,0,1,1,2
fiftyone,0,0,2,0,2
figure3,0,0,2,0,2
filed,1,0,1,0,2
film,2,0,0,0,2
filtering,1,1,0,0,2
filtration,0,0,2,0,2
findings,0,0,2,0,2
finishes,0,0,2,0,2
fisheries,0,0,0,2,2
fixed,1,0,0,1,2
fixedbased,2,0,0,0,2
fixedjones,2,0,0,0,2
flammable,0,0,2,0,2
flawlessly,0,2,0,0,2
flexibly,0,2,0,0,2
flight,0,0,0,2,2
flights,0,0,0,2,2
flooded,2,0,0,0,2
fluctuate,0,0,2,0,2
fold,2,0,0,0,2
followers,0,0,2,0,2
followingup,0,0,2,0,2
forbidden,0,0,2,0,2
forcing,2,0,0,0,2
fore,1,0,0,1,2
forecasts,0,2,0,0,2
forma,0,2,0,0,2
formalized,2,0,0,0,2
formally,2,0,0,0,2
formations,2,0,0,0,2
formula,0,0,1,1,2
formulation,2,0,0,0,2
fortunately,2,0,0,0,2
fortyseven,0,0,2,0,2
fortytwo,0,0,2,0,2
fotal,0,0,2,0,2
foundational,2,0,0,0,2
founded,2,0,0,0,2
foundertalks,2,0,0,0,2
fourway,2,0,0,0,2
fragments,2,0,0,0,2
france,2,0,0,0,2
franklin,2,0,0,0,2
freehand,2,0,0,0,2
frenetic,2,0,0,0,2
freshly,0,0,2,0,2
freshmen,2,0,0,0,2
fridge,2,0,0,0,2
friedl,2,0,0,0,2
frorn,1,0,1,0,2
frozen,0,0,1,1,2
frustrated,0,2,0,0,2
frustrating,2,0,0,0,2
frustration,2,0,0,0,2
fulfilled,0,0,2,0,2
fulfills,1,0,0,1,2
fundamentally,0,2,0,0,2
furnishings,0,0,2,0,2
galleys,2,0,0,0,2
gamemaking,2,0,0,0,2
garbagea??s,0,0,2,0,2
gardening,2,0,0,0,2
garnish,2,0,0,0,2
garret,2,0,0,0,2
gartner,2,0,0,0,2
gasses,2,0,0,0,2
gates,2,0,0,0,2
gauthami,2,0,0,0,2
gawas,0,0,2,0,2
gazette,2,0,0,0,2
gear,0,0,2,0,2
geier,2,0,0,0,2
genderresponsive,2,0,0,0,2
generic,2,0,0,0,2
genesis,0,0,2,0,2
genius,2,0,0,0,2
geoexploration,2,0,0,0,2
geophysical,2,0,0,0,2
geoprocessing,2,0,0,0,2
georgia,0,2,0,0,2
geosciences,2,0,0,0,2
geospatial,2,0,0,0,2
geotagging,2,0,0,0,2
germany,2,0,0,0,2
gesture,2,0,0,0,2
ghorpade,0,2,0,0,2
giddens,2,0,0,0,2
gifts,0,0,2,0,2
ginabsan,0,0,0,2,2
gines,2,0,0,0,2
gitanjali,0,2,0,0,2
gity,0,0,2,0,2
glucometer,2,0,0,0,2
gnanasegaram,0,2,0,0,2
goalsthey,2,0,0,0,2
gone,0,0,2,0,2
grabbing,1,1,0,0,2
grade,2,0,0,0,2
graduated,2,0,0,0,2
graft,2,0,0,0,2
grammar,0,2,0,0,2
grammatical,0,2,0,0,2
grams,2,0,0,0,2
grande,2,0,0,0,2
granular,2,0,0,0,2
graphically,2,0,0,0,2
grasp,2,0,0,0,2
grave,2,0,0,0,2
graveyard,0,0,2,0,2
greenaway,2,0,0,0,2
greens,2,0,0,0,2
greets,0,0,2,0,2
greiner,2,0,0,0,2
grilled,0,0,2,0,2
groomed,0,0,2,0,2
groundbased,2,0,0,0,2
grouped,0,0,2,0,2
groupings,0,0,2,0,2
guaranteed,0,0,2,0,2
guarantees,0,0,2,0,2
guarantor,0,0,2,0,2
guarded,0,2,0,0,2
guerrero,2,0,0,0,2
guess,0,2,0,0,2
guestsa??,1,0,1,0,2
guilly,2,0,0,0,2
guirnaldo,2,0,0,0,2
gums,2,0,0,0,2
gururaj,2,0,0,0,2
gustav,2,0,0,0,2
gyres,2,0,0,0,2
haarlike,0,2,0,0,2
hairstyles,0,0,0,2,2
haiyan,2,0,0,0,2
handel,2,0,0,0,2
handful,0,0,0,2,2
handheld,2,0,0,0,2
handicap,2,0,0,0,2
handler,2,0,0,0,2
handtalk,2,0,0,0,2
handwritings,0,2,0,0,2
handwritten,0,2,0,0,2
harbor,2,0,0,0,2
harder,1,0,1,0,2
harmless,2,0,0,0,2
harris,2,0,0,0,2
harsh,0,0,2,0,2
haul,2,0,0,0,2
hazard,0,0,2,0,2
hazardous,2,0,0,0,2
hcws,2,0,0,0,2
hdsbuilding,0,0,2,0,2
headed,1,0,1,0,2
headphone,2,0,0,0,2
healthcaraga,0,0,2,0,2
hearings,0,0,2,0,2
hearingspeech,2,0,0,0,2
heights,2,0,0,0,2
heip,1,0,1,0,2
heirs,0,0,2,0,2
hereby,0,0,2,0,2
herhim,0,0,2,0,2
hesham,2,0,0,0,2
hevelkeet,2,0,0,0,2
hidden,2,0,0,0,2
highlystrong,2,0,0,0,2
highprofile,2,0,0,0,2
hightech,1,0,0,1,2
hilonghilong,2,0,0,0,2
hipaa,2,0,0,0,2
hlaing,2,0,0,0,2
hoarseness,2,0,0,0,2
hoffower,2,0,0,0,2
holcomb,2,0,0,0,2
holidays,0,0,0,2,2
holy,0,0,1,1,2
homebusiness,0,0,2,0,2
homeowners,2,0,0,0,2
hormones,2,0,0,0,2
hornbill,2,0,0,0,2
horror,2,0,0,0,2
horse,0,0,2,0,2
horses,0,0,2,0,2
hotdog,0,0,2,0,2
hotspots,2,0,0,0,2
hottest,2,0,0,0,2
housea??,2,0,0,0,2
hulat,0,0,2,0,2
hull,2,0,0,0,2
humansa??,2,0,0,0,2
humid,2,0,0,0,2
humss,2,0,0,0,2
hunted,2,0,0,0,2
hurdles,2,0,0,0,2
hyndman,2,0,0,0,2
iatf,2,0,0,0,2
icarus,2,0,0,0,2
ifthen,0,2,0,0,2
ignores,0,0,2,0,2
illuminated,0,0,2,0,2
iloilo,0,0,0,2,2
imagedriven,0,2,0,0,2
imitate,2,0,0,0,2
imitates,0,2,0,0,2
immersed,2,0,0,0,2
immodest,0,0,2,0,2
impatient,2,0,0,0,2
impediment,0,0,2,0,2
implication,1,1,0,0,2
import,2,0,0,0,2
importation,0,0,0,2,2
imprinted,0,0,2,0,2
improver,0,0,2,0,2
inaccurately,2,0,0,0,2
inars,0,0,2,0,2
incapability,0,0,2,0,2
incharged,0,0,2,0,2
incompleteness,0,0,2,0,2
inconsistent,0,0,2,0,2
inconveniences,2,0,0,0,2
incorrectly,0,0,2,0,2
increment,1,0,0,1,2
incremental,0,0,2,0,2
indemand,0,0,2,0,2
indexed,2,0,0,0,2
indexers,2,0,0,0,2
indicating,2,0,0,0,2
indication,1,0,1,0,2
indicators,2,0,0,0,2
indirectly,0,0,0,2,2
induce,2,0,0,0,2
induced,2,0,0,0,2
inequalities,2,0,0,0,2
infect,0,0,2,0,2
inflow,0,0,2,0,2
informational,0,0,0,2,2
infrequent,2,0,0,0,2
ingredient,0,0,2,0,2
inhabited,2,0,0,0,2
inherent,2,0,0,0,2
inputted,2,0,0,0,2
inquirer,2,0,0,0,2
inquirerdotnet,2,0,0,0,2
inquiry,1,0,1,0,2
insect,2,0,0,0,2
inserting,0,0,2,0,2
insightful,2,0,0,0,2
insist,2,0,0,0,2
inspiring,2,0,0,0,2
installation,2,0,0,0,2
instantly,1,0,1,0,2
instructive,2,0,0,0,2
instructora??s,0,2,0,0,2
insufficiency,0,0,2,0,2
insulation,0,0,2,0,2
insured,0,0,2,0,2
integer,2,0,0,0,2
integrates,2,0,0,0,2
intellectual,2,0,0,0,2
inter,0,2,0,0,2
interacted,0,2,0,0,2
interactions,1,1,0,0,2
interchanges,0,0,2,0,2
interchanging,0,0,2,0,2
interconnections,0,2,0,0,2
interlending,0,0,2,0,2
interpret,0,2,0,0,2
interpreter,2,0,0,0,2
interrogate,2,0,0,0,2
intersections,2,0,0,0,2
interval,0,0,2,0,2
introductions,1,0,0,1,2
intuition,0,0,2,0,2
invaluable,2,0,0,0,2
invests,0,0,2,0,2
invite,0,0,0,2,2
inviting,0,0,0,2,2
irjet,2,0,0,0,2
irregular,1,1,0,0,2
irrelevant,2,0,0,0,2
irrespective,2,0,0,0,2
irritate,2,0,0,0,2
ispainted,0,0,2,0,2
issuefocused,2,0,0,0,2
itemsgoods,0,0,2,0,2
ia??,2,0,0,0,2
jabonga,0,0,2,0,2
jackson,2,0,0,0,2
jaena,0,0,2,0,2
jalousie,0,0,2,0,2
janitors,2,0,0,0,2
jeans,0,0,2,0,2
jerry,1,0,1,0,2
jewelries,0,0,2,0,2
joan,0,0,2,0,2
joanne,2,0,0,0,2
johnson,2,0,0,0,2
joining,2,0,0,0,2
joseph,2,0,0,0,2
joubert,0,2,0,0,2
jsow,2,0,0,0,2
judge,2,0,0,0,2
judgement,0,0,2,0,2
juice,0,0,2,0,2
jump,2,0,0,0,2
junk,0,0,2,0,2
jurik,2,0,0,0,2
justice,2,0,0,0,2
kabalo,0,0,2,0,2
kalahi,2,0,0,0,2
kampf,2,0,0,0,2
kanji,0,2,0,0,2
keen,1,1,0,0,2
keiron,0,2,0,0,2
kemistri,2,0,0,0,2
kerastensorflow,2,0,0,0,2
ketchell,2,0,0,0,2
keywords,2,0,0,0,2
khaled,2,0,0,0,2
kibungsod,0,0,2,0,2
kidneys,2,0,0,0,2
kids,0,0,2,0,2
kilograms,0,0,0,2,2
kilos,0,0,1,1,2
kindly,0,0,2,0,2
kinichi,0,0,0,2,2
kinilaw,0,0,2,0,2
kita,0,0,2,0,2
kitcharao,0,0,2,0,2
klaro,0,0,2,0,2
knight,2,0,0,0,2
knock,0,0,2,0,2
knox,2,0,0,0,2
kolek,2,0,0,0,2
kong,1,0,0,1,2
koppel,0,0,2,0,2
koutromanos,2,0,0,0,2
kusters,2,0,0,0,2
kwentada,0,0,2,0,2
labana,2,0,0,0,2
laborer,0,0,2,0,2
labors,1,0,1,0,2
lady,0,0,2,0,2
laguna,0,1,0,1,2
lahi,0,0,2,0,2
lahiji,2,0,0,0,2
laid,1,0,0,1,2
lain,0,0,2,0,2
lakes,2,0,0,0,2
laminated,0,0,2,0,2
landbank,0,0,2,0,2
landfill,2,0,0,0,2
landlord,2,0,0,0,2
landmark,2,0,0,0,2
landscapes,2,0,0,0,2
landslides,0,0,2,0,2
langay,0,0,2,0,2
languagea?,2,0,0,0,2
languagea??s,0,2,0,0,2
larceny,2,0,0,0,2
lard,0,0,2,0,2
laser,0,0,2,0,2
lasts,2,0,0,0,2
lavinmera,2,0,0,0,2
lawin,0,0,2,0,2
lawsuit,0,0,2,0,2
layered,2,0,0,0,2
laziness,0,0,2,0,2
lbals,2,0,0,0,2
leadsconsumers,0,0,2,0,2
leah,1,0,1,0,2
leak,0,0,2,0,2
leakage,1,1,0,0,2
leamers,2,0,0,0,2
leased,2,0,0,0,2
legally,2,0,0,0,2
legend,2,0,0,0,2
lehnert,0,2,0,0,2
leisure,2,0,0,0,2
lender,0,0,2,0,2
lengthwise,0,0,2,0,2
lent,0,0,2,0,2
lesserknown,2,0,0,0,2
lettershaped,2,0,0,0,2
lexical,0,2,0,0,2
liabilites,0,0,2,0,2
liberty,2,0,0,0,2
lifeguard,0,0,2,0,2
lifehacker,0,2,0,0,2
lifo,0,0,2,0,2
linear,2,0,0,0,2
linens,0,0,2,0,2
linguistic,2,0,0,0,2
linguists,0,2,0,0,2
lipkin,2,0,0,0,2
lips,2,0,0,0,2
liquidation,0,0,2,0,2
liquidity,0,0,2,0,2
liquor,0,0,2,0,2
litigated,0,0,2,0,2
littering,2,0,0,0,2
lived,2,0,0,0,2
livelinoods,2,0,0,0,2
liver,2,0,0,0,2
livery,2,0,0,0,2
loaned,0,0,2,0,2
localization,1,1,0,0,2
lockdown,2,0,0,0,2
lodge,0,0,2,0,2
lodges,0,0,2,0,2
lomas,2,0,0,0,2
lonely,0,1,1,0,2
longest,0,0,2,0,2
lopez,0,0,2,0,2
loses,0,0,2,0,2
lotions,0,0,2,0,2
lounge,0,0,2,0,2
loves,2,0,0,0,2
lowcost,2,0,0,0,2
lowering,2,0,0,0,2
lowers,0,0,2,0,2
lshape,0,0,2,0,2
lumpia,0,0,2,0,2
lunao,0,0,2,0,2
lung,2,0,0,0,2
lungs,2,0,0,0,2
lyrics,0,0,2,0,2
lyushin,0,2,0,0,2
machinecoded,2,0,0,0,2
machineencoded,2,0,0,0,2
maculopathy,2,0,0,0,2
magbabaya,2,0,0,0,2
magnetic,2,0,0,0,2
magnificent,2,0,0,0,2
magpasalamat,0,0,2,0,2
magsaysay,2,0,0,0,2
mahay,2,0,0,0,2
mahfuzu,2,0,0,0,2
mail,2,0,0,0,2
mainland,2,0,0,0,2
malaysia,0,0,0,2,2
malcolm,2,0,0,0,2
malfunction,0,0,2,0,2
mallory,2,0,0,0,2
maltreatment,2,0,0,0,2
managements,2,0,0,0,2
managera??s,0,0,2,0,2
mandays,0,0,0,2,2
mang,0,0,2,0,2
manged,0,0,0,2,2
mangrove,2,0,0,0,2
manipulating,2,0,0,0,2
manobos,2,0,0,0,2
manufacture,0,0,2,0,2
manufactures,0,0,2,0,2
mapasgm,2,0,0,0,2
mapbox,2,0,0,0,2
mapped,0,2,0,0,2
mappinga??,2,0,0,0,2
marbcca??s,0,0,2,0,2
marconi,2,0,0,0,2
margin,0,0,2,0,2
marital,0,0,2,0,2
markdowns,0,0,2,0,2
marketplace,2,0,0,0,2
marries,0,0,2,0,2
mars,0,0,1,1,2
marshman,2,0,0,0,2
mary,1,0,1,0,2
maski,0,0,2,0,2
mastery,2,0,0,0,2
matches,0,0,2,0,2
mates,0,0,2,0,2
mathematical,0,1,0,1,2
matlab,0,2,0,0,2
mawis,2,0,0,0,2
maximizes,2,0,0,0,2
mcneish,2,0,0,0,2
mcwhirter,2,0,0,0,2
mebato,0,0,0,2,2
mechanics,2,0,0,0,2
medina,0,0,2,0,2
mediums,2,0,0,0,2
meee,1,0,1,0,2
melissa,2,0,0,0,2
membersa??,0,0,2,0,2
memorable,0,0,0,2,2
menial,2,0,0,0,2
mensah,2,0,0,0,2
menteri,2,0,0,0,2
mercado2018,2,0,0,0,2
merchants,2,0,0,0,2
merscov,2,0,0,0,2
methane,2,0,0,0,2
methodologies,1,1,0,0,2
mexico,2,0,0,0,2
michigan,2,0,0,0,2
microbes,2,0,0,0,2
microfilming,2,0,0,0,2
microlender,0,0,2,0,2
microorganisms,2,0,0,0,2
microphone,0,0,2,0,2
mics,0,0,2,0,2
mid2013,0,0,2,0,2
midlemen,0,0,0,2,2
mike,2,0,0,0,2
millennial,2,0,0,0,2
mills,0,2,0,0,2
milo,2,0,0,0,2
minah,2,0,0,0,2
mindanews,2,0,0,0,2
mine,2,0,0,0,2
minecraft,2,0,0,0,2
mines,2,0,0,0,2
ministage,0,0,2,0,2
ministers,2,0,0,0,2
minors,2,0,0,0,2
mins,0,0,2,0,2
misdiagnosed,2,0,0,0,2
misfortune,2,0,0,0,2
misplace,2,0,0,0,2
misplacing,2,0,0,0,2
missioncritical,2,0,0,0,2
misunderstanding,2,0,0,0,2
mixedup,0,0,2,0,2
mocha,0,0,2,0,2
modalities,2,0,0,0,2
modela??s,2,0,0,0,2
modernizes,2,0,0,0,2
modernizing,2,0,0,0,2
modify,2,0,0,0,2
mokiwa,2,0,0,0,2
molecules,2,0,0,0,2
moments,2,0,0,0,2
mommies,2,0,0,0,2
moneva,2,0,0,0,2
moping,0,0,2,0,2
mortgages,0,0,2,0,2
